Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
2476,STEBBINS,TER,,STEBBINS TERRACE,592J5,PUBLIC STREET NAMES
10493,SERENA,CIR,,SERENA CIRCLE,560J3,PRIVATE STREET NAMES
2698,SHARP,AVE,,SHARP AVENUE,502A3,PUBLIC STREET NAMES
2534,SPENCE,ST,,SPENCE STREET,635C7,PUBLIC STREET NAMES
2877,SAN JULIAN,ST,,SAN JULIAN STREET,634F5,PUBLIC STREET NAMES
2686,SHELBY,PL,,SHELBY PLACE,565D6,PUBLIC STREET NAMES
2450,STONEHAVEN,WAY,,STONEHAVEN WAY,631G3,PUBLIC STREET NAMES
2483,STASSEN,ST,,STASSEN STREET,501J5,PUBLIC STREET NAMES
11004,SOUTH SEAGLASS,CIR,,SOUTH SEAGLASS CIRCLE,702E1,PRIVATE ROADWAY NAMES
10796,SENDA DE MAYA,,,SENDA DE MAYA,482A3,PRIVATE ROADWAY NAMES
2566,SNOWDEN,AVE,,SNOWDEN AVENUE,532C1,PUBLIC STREET NAMES
2872,SAN MARCOS,PL,,SAN MARCOS PLACE,595A3,PUBLIC STREET NAMES
2398,SUMMITRIDGE,DR,,SUMMITRIDGE DRIVE,592D2,PUBLIC STREET NAMES
2424,STRAWBERRY,DR,,STRAWBERRY DRIVE,561C5,PUBLIC STREET NAMES
2334,SUPERIOR,AVE,,SUPERIOR AVENUE,672A5,PUBLIC STREET NAMES
2846,SANTA FE,AVE,,SANTA FE AVENUE,634H4,PUBLIC STREET NAMES
2833,SAN VICENTE,BLVD,,SAN VICENTE BOULEVARD,631J4,PUBLIC STREET NAMES
2946,ST IVES,PL,,ST IVES PLACE,592G5,PUBLIC STREET NAMES
2837,SANTA YNEZ,WAY,,SANTA YNEZ WAY,633A3,PUBLIC STREET NAMES
10797,SENDA DE HANNAH,,,SENDA DE HANNAH,482A3,PRIVATE ROADWAY NAMES
10173,SIERRA MEADOWS,LANE,,SIERRA MEADOWS LANE,480E7,PRIVATE STREET NAMES
10239,SHADOWBROOK,TER,,SHADOWBROOK TERRACE,794A3,PRIVATE ROADWAY NAMES
2773,SEA REEF,DR,,SEA REEF DRIVE,630E5,PUBLIC STREET NAMES
9718,ST JOHN,ST,,ST JOHN STREET,634H2,UNOFFICIAL PRIVATE STREET NAMES
2453,STONE CANYON,AVE,,STONE CANYON AVENUE,561J6,PUBLIC STREET NAMES
2597,SIMONDS,ST,,SIMONDS STREET,501H1,PUBLIC STREET NAMES
209,STONEY,LANE,,STONEY LANE,591E4,PRIVATE STREET NAMES
9856,STETSON,,,STETSON,481G1,UNOFFICIAL PRIVATE STREET NAMES
2742,SEPULVEDA,BLVD,,SEPULVEDA BOULEVARD,481E4,PUBLIC STREET NAMES
2625,SIERRA,LANE,,SIERRA LANE,480G7,PUBLIC STREET NAMES
10820,SERENADE,LANE,,SERENADE LANE,794A1,LIMITED ACCESS AREA NAMES
2712,SHADYCOVE,AVE,,SHADYCOVE AVENUE,533D3,PUBLIC STREET NAMES
2325,SUTRO,AVE,,SUTRO AVENUE,673G2,PUBLIC STREET NAMES
2539,SOUTHWEST,DR,,SOUTHWEST DRIVE,673F7,PUBLIC STREET NAMES
2541,SOUTH VENICE,BLVD,,SOUTH VENICE BOULEVARD,672A5,PUBLIC STREET NAMES
216,STASSI,LANE,,STASSI LANE,631C7,PRIVATE STREET NAMES
2749,SENDERO,PL,,SENDERO PLACE,560H4,PUBLIC STREET NAMES
2306,SYLVAN,ST,,SYLVAN STREET,532A7,PUBLIC STREET NAMES
2950,ST ELMO,DR,,ST ELMO DRIVE,633D5,PUBLIC STREET NAMES
2307,SYLMAR,AVE,,SYLMAR AVENUE,502A6,PUBLIC STREET NAMES
2670,SHERMAN,AVE,,SHERMAN AVENUE,734B7,PUBLIC STREET NAMES
2682,SHELLEY,ST,,SHELLEY STREET,595G5,PUBLIC STREET NAMES
9721,SANTA MARIA,ROAD,,SANTA MARIA ROAD,560D6,UNOFFICIAL PRIVATE STREET NAMES
2470,STERLING,WALK,,STERLING WALK,595E4,PUBLIC STREET NAMES
2647,SHIRLEY,AVE,,SHIRLEY AVENUE,500F2,PUBLIC STREET NAMES
10328,SHORT,LANE,,SHORT LANE,824E4,PRIVATE ROADWAY NAMES
2529,SPINNAKER,ST,,SPINNAKER STREET,701J2,PUBLIC STREET NAMES
2392,SUNBEAM,DR,,SUNBEAM DRIVE,594H2,PUBLIC STREET NAMES
9984,SYLVIA,AVE,,SYLVIA AVENUE,560G1,PRIVATE STREET NAMES
10630,SHORE CLIFF,DR,,SHORE CLIFF DRIVE,702C2,PUBLIC STREET NAMES
2819,SARITA,PL,,SARITA PLACE,560G5,PUBLIC STREET NAMES
207,SUMMER HOLLY,CIR,,SUMMER HOLLY CIRCLE,592A1,PRIVATE STREET NAMES
2528,SPIRES,ST,,SPIRES STREET,529F3,PUBLIC STREET NAMES
10642,SOLANA,CT,,SOLANA COURT,634J4,PRIVATE ROADWAY NAMES
2550,SORBONNE,ST,,SORBONNE STREET,481G2,PUBLIC STREET NAMES
10975,SAMMY,LANE,,SAMMY LANE,501B5,LIMITED ACCESS AREA NAMES
223,SOLOMONTE,ROAD,,SOLOMONTE ROAD,592D4,PRIVATE STREET NAMES
2729,SEVENHILLS,DR,,SEVENHILLS DRIVE,504A2,PUBLIC STREET NAMES
2309,SYCAMORE,TR,,SYCAMORE TRAIL,593C1,PUBLIC STREET NAMES
